SCENARIO_NAME,SCHEDULE_TYPE,START_DATETIME,SOC,CHARGE_ENERGY,DISCHARGE_ENERGY,PRICE_ENERGY,REVENUE
historical,cleared,2026-01-26 08:40:00.000 +1000,80.25000,5.26458,0.00000,0.68544,-3.77133
historical,expected,2026-01-26 08:40:00.000 +1000,80.69504,5.17504,0.00000,0.49578,-2.68141
historical,cleared,2026-01-26 08:45:00.000 +1000,85.82000,5.93750,0.00000,0.06209,-0.38529
historical,expected,2026-01-26 08:45:00.000 +1000,86.15552,5.90552,0.00000,0.05836,-0.36019
historical,cleared,2026-01-26 08:50:00.000 +1000,90.78000,5.26458,0.00000,0.05752,-0.31648
historical,expected,2026-01-26 08:50:00.000 +1000,91.03572,5.21572,0.00000,0.04597,-0.25058
historical,cleared,2026-01-26 08:55:00.000 +1000,94.98000,4.59167,0.00000,0.04507,-0.21628
historical,expected,2026-01-26 08:55:00.000 +1000,95.32632,4.54632,0.00000,0.01750,-0.08315
historical,cleared,2026-01-26 09:00:00.000 +1000,98.87000,4.19583,0.00000,0.67707,-2.96902
historical,expected,2026-01-26 09:00:00.000 +1000,99.14424,4.16424,0.00000,0.06296,-0.27401
historical,cleared,2026-01-26 09:05:00.000 +1000,102.22000,3.80000,0.00000,0.01054,-0.04186
historical,expected,2026-01-26 09:05:00.000 +1000,102.55489,3.68489,0.00000,0.67599,-2.60331
historical,cleared,2026-01-26 09:10:00.000 +1000,106.18999,4.43333,0.00000,-2.86494,13.27415
historical,expected,2026-01-26 09:10:00.000 +1000,105.99598,3.77598,0.00000,0.00005,-0.00020
historical,cleared,2026-01-26 09:15:00.000 +1000,110.37000,4.43333,0.00000,-2.91539,13.50790
historical,expected,2026-01-26 09:15:00.000 +1000,110.54408,4.35409,0.00000,-1.09999,5.00549
historical,cleared,2026-01-26 09:20:00.000 +1000,112.64000,2.21667,0.00000,0.06375,-0.14769
historical,expected,2026-01-26 09:20:00.000 +1000,112.61309,2.24309,0.00000,0.66944,-1.56935
historical,cleared,2026-01-26 09:25:00.000 +1000,115.13000,3.28542,0.00000,0.01086,-0.03729
historical,expected,2026-01-26 09:25:00.000 +1000,115.92620,3.28620,0.00000,0.05564,-0.19109
historical,cleared,2026-01-26 09:30:00.000 +1000,120.13000,5.46250,0.00000,-2.91972,16.66838
historical,expected,2026-01-26 09:30:00.000 +1000,120.50418,5.37418,0.00000,0.00005,-0.00028
historical,cleared,2026-01-26 09:35:00.000 +1000,124.68999,4.98750,0.00000,-1.11224,5.79752
historical,expected,2026-01-26 09:35:00.000 +1000,125.03609,4.90609,0.00000,0.00000,0.00000
historical,cleared,2026-01-26 09:40:00.000 +1000,129.23999,4.98750,0.00000,-6.50000,33.88106
historical,expected,2026-01-26 09:40:00.000 +1000,129.69482,5.00483,0.00000,-3.01242,15.75671
historical,cleared,2026-01-26 09:45:00.000 +1000,133.28000,4.39375,0.00000,-3.03177,13.92170
historical,expected,2026-01-26 09:45:00.000 +1000,133.56476,4.32477,0.00000,-1.13411,5.12600
historical,cleared,2026-01-26 09:50:00.000 +1000,136.70999,3.80000,0.00000,-1.09999,4.36851
historical,expected,2026-01-26 09:50:00.000 +1000,137.01260,3.73260,0.00000,-1.09999,4.29102
historical,cleared,2026-01-26 09:55:00.000 +1000,140.50000,4.12584,0.00000,0.00000,0.00000
historical,expected,2026-01-26 09:55:00.000 +1000,141.56597,4.85598,0.00000,0.00000,0.00000
historical,cleared,2026-01-26 10:00:00.000 +1000,144.58000,4.60084,0.00000,0.00000,0.00000
historical,expected,2026-01-26 10:00:00.000 +1000,144.51840,4.01840,0.00000,0.00000,0.00000
historical,cleared,2026-01-26 10:05:00.000 +1000,149.45999,5.34375,0.00000,9.10000,-50.82158
historical,expected,2026-01-26 10:05:00.000 +1000,149.28676,4.70676,0.00000,9.10000,-44.76350
historical,cleared,2026-01-26 10:10:00.000 +1000,154.42999,5.34375,0.00000,1.10000,-6.14327
historical,expected,2026-01-26 10:10:00.000 +1000,154.78664,5.32665,0.00000,1.10000,-6.12361
historical,cleared,2026-01-26 10:15:00.000 +1000,158.84999,4.75000,0.00000,-1.09999,5.46063
historical,expected,2026-01-26 10:15:00.000 +1000,158.50130,4.07131,0.00000,-1.09999,4.68040
historical,cleared,2026-01-26 10:20:00.000 +1000,162.70000,4.02805,0.00000,0.00000,0.00000
historical,expected,2026-01-26 10:20:00.000 +1000,163.16159,4.31160,0.00000,0.00000,0.00000
historical,cleared,2026-01-26 10:25:00.000 +1000,166.28000,4.02805,0.00000,0.00000,0.00000
historical,expected,2026-01-26 10:25:00.000 +1000,166.75927,4.05927,0.00000,0.00000,0.00000
historical,cleared,2026-01-26 10:30:00.000 +1000,171.12000,5.34375,0.00000,21.21000,-118.45339
historical,expected,2026-01-26 10:30:00.000 +1000,171.60391,5.32391,0.00000,9.10000,-50.63293
historical,cleared,2026-01-26 10:35:00.000 +1000,176.08000,5.30417,0.00000,9.10000,-50.44513
historical,expected,2026-01-26 10:35:00.000 +1000,176.38266,5.26266,0.00000,9.10000,-50.05042
historical,cleared,2026-01-26 10:40:00.000 +1000,180.37000,4.67083,0.00000,21.21000,-103.53703
historical,expected,2026-01-26 10:40:00.000 +1000,180.74843,4.66843,0.00000,21.21000,-103.48374
historical,cleared,2026-01-26 10:45:00.000 +1000,185.11000,5.30417,0.00000,21.21000,-117.57595
historical,expected,2026-01-26 10:45:00.000 +1000,185.65473,5.28473,0.00000,21.21000,-117.14513
historical,cleared,2026-01-26 10:50:00.000 +1000,190.64999,5.93750,0.00000,0.00000,0.00000
historical,expected,2026-01-26 10:50:00.000 +1000,190.98321,5.87321,0.00000,0.00000,0.00000
historical,cleared,2026-01-26 10:55:00.000 +1000,195.64000,5.30417,0.00000,9.10000,-50.44513
historical,expected,2026-01-26 10:55:00.000 +1000,195.93102,5.28103,0.00000,9.10000,-50.22513
historical,cleared,2026-01-26 11:00:00.000 +1000,200.45000,5.30417,0.00000,21.21000,-117.57595
historical,expected,2026-01-26 11:00:00.000 +1000,200.94605,5.30605,0.00000,21.21000,-117.61780
historical,cleared,2026-01-26 11:05:00.000 +1000,205.29999,5.10625,0.00000,9.10000,-48.56285
historical,expected,2026-01-26 11:05:00.000 +1000,205.54944,5.09944,0.00000,9.10000,-48.49807
historical,cleared,2026-01-26 11:10:00.000 +1000,209.14999,4.27500,0.00000,21.21000,-94.76271
historical,expected,2026-01-26 11:10:00.000 +1000,209.62103,4.32104,0.00000,21.21000,-95.78324
historical,cleared,2026-01-26 11:15:00.000 +1000,213.70999,5.10625,0.00000,9.10000,-48.56285
historical,expected,2026-01-26 11:15:00.000 +1000,214.27018,5.12019,0.00000,9.10000,-48.69538
historical,cleared,2026-01-26 11:20:00.000 +1000,218.39000,5.10625,0.00000,49.02000,-261.59899
historical,expected,2026-01-26 11:20:00.000 +1000,218.71106,5.00107,0.00000,49.02000,-256.21026
historical,cleared,2026-01-26 11:25:00.000 +1000,222.26999,4.27500,0.00000,21.21000,-94.76271
historical,expected,2026-01-26 11:25:00.000 +1000,222.65608,4.26608,0.00000,21.21000,-94.56490
historical,cleared,2026-01-26 11:30:00.000 +1000,225.95999,4.11667,0.00000,49.02000,-210.90151
historical,expected,2026-01-26 11:30:00.000 +1000,226.36726,4.09727,0.00000,49.02000,-209.90790
historical,cleared,2026-01-26 11:35:00.000 +1000,229.53999,3.95833,0.00000,49.02000,-202.78991
historical,expected,2026-01-26 11:35:00.000 +1000,229.88915,3.92916,0.00000,49.02000,-201.29511
historical,cleared,2026-01-26 11:40:00.000 +1000,231.81999,2.41458,0.00000,60.08000,-151.61173
historical,expected,2026-01-26 11:40:00.000 +1000,231.95755,2.41756,0.00000,60.08000,-151.79887
historical,cleared,2026-01-26 11:45:00.000 +1000,232.86000,1.46339,0.00000,117.16000,-179.18494
historical,expected,2026-01-26 11:45:00.000 +1000,235.18366,3.36367,0.00000,117.16000,-411.86331
historical,cleared,2026-01-26 11:50:00.000 +1000,236.17999,3.99673,0.00000,60.08000,-250.95462
historical,expected,2026-01-26 11:50:00.000 +1000,236.85546,3.99546,0.00000,60.08000,-250.87529
historical,cleared,2026-01-26 11:55:00.000 +1000,242.39999,6.92708,0.00000,60.08000,-434.95168
historical,expected,2026-01-26 11:55:00.000 +1000,243.06777,6.88778,0.00000,60.08000,-432.48353
historical,cleared,2026-01-26 12:00:00.000 +1000,248.56999,6.45208,0.00000,60.08000,-405.12642
historical,expected,2026-01-26 12:00:00.000 +1000,247.63471,5.23472,0.00000,60.08000,-328.68826
historical,cleared,2026-01-26 12:05:00.000 +1000,252.83000,4.62365,0.00000,117.16000,-566.14155
historical,expected,2026-01-26 12:05:00.000 +1000,252.61437,4.04438,0.00000,117.16000,-495.21341
historical,cleared,2026-01-26 12:10:00.000 +1000,257.25000,4.90073,0.00000,170.44000,-872.95792
historical,expected,2026-01-26 12:10:00.000 +1000,257.73365,4.90365,0.00000,170.44000,-873.47758
historical,cleared,2026-01-26 12:15:00.000 +1000,260.06000,2.73984,0.00000,60.08000,-172.03482
historical,expected,2026-01-26 12:15:00.000 +1000,260.00831,2.75831,0.00000,60.08000,-173.19453
historical,cleared,2026-01-26 12:20:00.000 +1000,262.16998,2.77083,0.00000,60.08000,-173.98067
historical,expected,2026-01-26 12:20:00.000 +1000,262.81938,2.75938,0.00000,60.08000,-173.26146
historical,cleared,2026-01-26 12:25:00.000 +1000,266.35999,4.31081,0.00000,117.16000,-527.83564
historical,expected,2026-01-26 12:25:00.000 +1000,267.93121,5.76123,0.00000,117.16000,-705.43216
historical,cleared,2026-01-26 12:30:00.000 +1000,266.73999,0.00000,0.20589,65.73000,12.57131
historical,expected,2026-01-26 12:30:00.000 +1000,266.89418,0.53419,0.00000,49.02000,-27.36696
historical,cleared,2026-01-26 12:35:00.000 +1000,268.45999,2.96875,0.00000,65.73000,-203.93790
historical,expected,2026-01-26 12:35:00.000 +1000,267.88436,1.76702,0.68991,65.73000,-78.61262
historical,cleared,2026-01-26 12:40:00.000 +1000,272.04001,3.63373,0.00000,58.58000,-222.46575
historical,expected,2026-01-26 12:40:00.000 +1000,272.65097,4.19098,0.00000,58.58000,-256.58174
historical,cleared,2026-01-26 12:45:00.000 +1000,274.54001,3.03998,0.00000,82.44000,-261.92076
historical,expected,2026-01-26 12:45:00.000 +1000,273.79371,1.75370,0.00000,82.44000,-151.09620
historical,cleared,2026-01-26 12:50:00.000 +1000,278.97998,4.75000,0.00000,94.44000,-468.82446
historical,expected,2026-01-26 12:50:00.000 +1000,277.97117,3.43116,0.00000,82.44000,-295.62374
historical,cleared,2026-01-26 12:55:00.000 +1000,281.88998,2.88958,0.00000,82.44000,-248.96247
historical,expected,2026-01-26 12:55:00.000 +1000,283.89721,4.91723,0.00000,58.58000,-301.04454
historical,cleared,2026-01-26 13:00:00.000 +1000,284.41000,3.13397,0.00000,58.58000,-191.86918
historical,expected,2026-01-26 13:00:00.000 +1000,285.22606,3.33608,0.00000,49.02000,-170.91134
historical,cleared,2026-01-26 13:05:00.000 +1000,289.06000,4.87564,0.00000,65.73000,-334.93140
historical,expected,2026-01-26 13:05:00.000 +1000,287.76049,3.35049,0.00000,65.73000,-230.16165
historical,cleared,2026-01-26 13:10:00.000 +1000,291.75998,2.69167,0.00000,65.73000,-184.90369
historical,expected,2026-01-26 13:10:00.000 +1000,291.71481,2.65481,0.00000,65.73000,-182.37182
historical,cleared,2026-01-26 13:15:00.000 +1000,292.85001,1.48695,0.00000,117.16000,-182.06862
historical,expected,2026-01-26 13:15:00.000 +1000,294.92387,3.16389,0.00000,117.16000,-387.40173
historical,cleared,2026-01-26 13:20:00.000 +1000,293.88998,1.05153,0.00000,125.00000,-137.37000
historical,expected,2026-01-26 13:20:00.000 +1000,293.82066,0.97065,0.00000,125.00000,-126.80388
historical,cleared,2026-01-26 13:25:00.000 +1000,297.07001,3.95833,0.00000,227.32000,-940.39582
historical,expected,2026-01-26 13:25:00.000 +1000,297.85233,3.96235,0.00000,227.32000,-941.34953
historical,cleared,2026-01-26 13:30:00.000 +1000,304.47998,7.91667,0.00000,227.32000,-1880.79163
historical,expected,2026-01-26 13:30:00.000 +1000,304.90900,7.83899,0.00000,227.32000,-1862.33888
historical,cleared,2026-01-26 13:35:00.000 +1000,308.92999,3.95833,0.00000,178.70000,-739.26066
historical,expected,2026-01-26 13:35:00.000 +1000,308.44702,3.96704,0.00000,178.70000,-740.88703
historical,cleared,2026-01-26 13:40:00.000 +1000,307.03000,0.00000,3.12621,178.70000,518.93940
historical,expected,2026-01-26 13:40:00.000 +1000,306.80937,0.00000,2.12062,178.70000,352.01433
historical,cleared,2026-01-26 13:45:00.000 +1000,308.13998,1.67232,0.00000,227.32000,-397.29973
historical,expected,2026-01-26 13:45:00.000 +1000,306.86685,0.71845,0.95921,227.32000,34.44992
historical,cleared,2026-01-26 13:50:00.000 +1000,314.25000,6.72917,0.00000,227.32000,-1598.67289
historical,expected,2026-01-26 13:50:00.000 +1000,314.40976,6.26978,0.00000,227.32000,-1489.53549
historical,cleared,2026-01-26 13:55:00.000 +1000,321.78000,7.91667,0.00000,227.32000,-1880.79163
historical,expected,2026-01-26 13:55:00.000 +1000,319.91295,5.66295,0.00000,227.32000,-1345.36826
historical,cleared,2026-01-26 14:00:00.000 +1000,328.57001,6.72917,0.00000,178.70000,-1256.74312
historical,expected,2026-01-26 14:00:00.000 +1000,326.29648,4.51648,0.00000,178.70000,-843.50015
historical,cleared,2026-01-26 14:05:00.000 +1000,331.62000,3.34164,0.00000,175.99000,-614.62221
historical,expected,2026-01-26 14:05:00.000 +1000,329.13235,0.56234,0.00000,175.99000,-103.43094
historical,cleared,2026-01-26 14:10:00.000 +1000,333.75998,2.96875,0.00000,178.70000,-554.44549
historical,expected,2026-01-26 14:10:00.000 +1000,334.37579,2.96875,0.23596,178.70000,-514.67327
historical,cleared,2026-01-26 14:15:00.000 +1000,337.03000,2.95152,0.00000,175.99000,-542.86730
historical,expected,2026-01-26 14:15:00.000 +1000,336.68593,2.92595,0.00000,175.99000,-538.16489
historical,cleared,2026-01-26 14:20:00.000 +1000,336.89999,0.17129,0.01695,178.70000,-29.13465
historical,expected,2026-01-26 14:20:00.000 +1000,337.25350,0.22350,0.00000,178.70000,-41.74066
historical,cleared,2026-01-26 14:25:00.000 +1000,336.78998,0.00000,0.00000,170.44000,0.00000
historical,expected,2026-01-26 14:25:00.000 +1000,336.90219,0.00220,0.00000,175.99000,-0.40518
historical,cleared,2026-01-26 14:30:00.000 +1000,336.57999,0.00000,0.04100,143.66000,5.47092
historical,expected,2026-01-26 14:30:00.000 +1000,336.70398,0.00000,0.08600,143.66000,11.47651
historical,cleared,2026-01-26 14:35:00.000 +1000,336.25000,0.00000,0.07742,138.04003,9.92737
historical,expected,2026-01-26 14:35:00.000 +1000,336.45476,0.00000,0.12523,54.45000,6.33404
historical,cleared,2026-01-26 14:40:00.000 +1000,339.60001,3.95833,0.00000,170.44000,-705.09002
historical,expected,2026-01-26 14:40:00.000 +1000,340.12706,3.89092,0.01535,170.44000,-690.61362
historical,cleared,2026-01-26 14:45:00.000 +1000,343.97998,4.77781,0.00000,143.29000,-715.49258
historical,expected,2026-01-26 14:45:00.000 +1000,343.72987,4.12986,0.00000,143.29000,-618.46109
historical,cleared,2026-01-26 14:50:00.000 +1000,343.72000,0.00000,0.05869,170.44000,9.29184
historical,expected,2026-01-26 14:50:00.000 +1000,343.97442,0.00000,0.00556,170.44000,0.88033
historical,cleared,2026-01-26 14:55:00.000 +1000,345.79999,2.74169,0.00000,175.99000,-504.27502
historical,expected,2026-01-26 14:55:00.000 +1000,346.40730,2.71145,0.02675,175.99000,-494.27050
historical,cleared,2026-01-26 15:00:00.000 +1000,352.03998,6.72917,0.00000,175.99000,-1237.68450
historical,expected,2026-01-26 15:00:00.000 +1000,352.40959,6.60960,0.00000,175.99000,-1215.69217
historical,cleared,2026-01-26 15:05:00.000 +1000,356.48999,4.50695,0.00000,175.99000,-828.95580
historical,expected,2026-01-26 15:05:00.000 +1000,356.13277,4.09279,0.00000,175.99000,-752.78065
historical,cleared,2026-01-26 15:10:00.000 +1000,356.28998,0.00000,0.00000,175.99000,0.00000
historical,expected,2026-01-26 15:10:00.000 +1000,356.96404,0.47405,0.00000,175.99000,-87.19203
